                    *********************************************************************************
                    *  Z= 81 A=204: Positive-Parity Spin-dependent Level Density [MeV-1] for TL204  *
  13.00  0.833  9.70E+06 9.34E+06 1.64E+08 8.82E+04 2.61E+05 4.21E+05 5.61E+05 6.74E+05 7.53E+05 7.97E+05 8.07E+05 7.87E+05 7.43E+05 6.79E+05 6.01E+05 5.15E+05 4.27E+05 3.42E+05 2.65E+05 1.99E+05 1.44E+05 1.01E+05 6.85E+04 4.45E+04 2.76E+04 1.61E+04 8.66E+03 4.23E+03 1.82E+03 7.03E+02 1.97E+02 4.00E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.865  3.14E+07 3.40E+07 6.17E+08 3.05E+05 9.01E+05 1.46E+06 1.95E+06 2.34E+06 2.63E+06 2.80E+06 2.86E+06 2.81E+06 2.68E+06 2.47E+06 2.21E+06 1.93E+06 1.63E+06 1.33E+06 1.06E+06 8.14E+05 6.07E+05 4.39E+05 3.07E+05 2.07E+05 1.33E+05 8.19E+04 4.74E+04 2.57E+04 1.31E+04 6.34E+03 2.98E+03 1.36E+03 9.17E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.895  8.69E+07 7.69E+07 1.44E+09 6.47E+05 1.91E+06 3.09E+06 4.14E+06 5.00E+06 5.64E+06 6.04E+06 6.22E+06 6.18E+06 5.95E+06 5.56E+06 5.06E+06 4.47E+06 3.85E+06 3.22E+06 2.62E+06 2.07E+06 1.59E+06 1.19E+06 8.59E+05 5.99E+05 4.02E+05 2.57E+05 1.56E+05 9.02E+04 4.93E+04 2.58E+04 1.31E+04 6.48E+03 5.67E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.924  2.13E+08 1.75E+08 3.41E+09 1.37E+06 4.06E+06 6.57E+06 8.80E+06 1.07E+07 1.21E+07 1.30E+07 1.35E+07 1.36E+07 1.32E+07 1.25E+07 1.15E+07 1.04E+07 9.10E+06 7.79E+06 6.50E+06 5.29E+06 4.19E+06 3.22E+06 2.41E+06 1.74E+06 1.21E+06 8.07E+05 5.16E+05 3.16E+05 1.86E+05 1.05E+05 5.72E+04 3.09E+04 1.04E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.953  5.00E+08 4.00E+08 8.13E+09 2.91E+06 8.62E+06 1.39E+07 1.87E+07 2.27E+07 2.59E+07 2.82E+07 2.95E+07 2.99E+07 2.94E+07 2.82E+07 2.64E+07 2.41E+07 2.15E+07 1.88E+07 1.61E+07 1.35E+07 1.10E+07 8.74E+06 6.75E+06 5.04E+06 3.64E+06 2.53E+06 1.70E+06 1.11E+06 7.01E+05 4.28E+05 2.51E+05 1.47E+05 1.92E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.980  1.16E+09 9.25E+08 1.97E+10 6.19E+06 1.83E+07 2.96E+07 3.98E+07 4.85E+07 5.55E+07 6.08E+07 6.42E+07 6.57E+07 6.54E+07 6.35E+07 6.02E+07 5.59E+07 5.10E+07 4.55E+07 3.99E+07 3.43E+07 2.89E+07 2.37E+07 1.89E+07 1.46E+07 1.09E+07 7.95E+06 5.63E+06 3.89E+06 2.64E+06 1.74E+06 1.10E+06 7.03E+05 3.53E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.007  2.71E+09 2.16E+09 4.84E+10 1.31E+07 3.88E+07 6.29E+07 8.46E+07 1.03E+08 1.19E+08 1.31E+08 1.40E+08 1.44E+08 1.45E+08 1.43E+08 1.38E+08 1.30E+08 1.21E+08 1.10E+08 9.90E+07 8.75E+07 7.58E+07 6.42E+07 5.30E+07 4.24E+07 3.30E+07 2.50E+07 1.86E+07 1.36E+07 9.97E+06 7.09E+06 4.81E+06 3.35E+06 6.48E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.033  6.35E+09 5.12E+09 1.21E+11 2.79E+07 8.24E+07 1.34E+08 1.80E+08 2.21E+08 2.55E+08 2.83E+08 3.04E+08 3.18E+08 3.23E+08 3.22E+08 3.14E+08 3.02E+08 2.85E+08 2.66E+08 2.45E+08 2.23E+08 1.99E+08 1.74E+08 1.48E+08 1.23E+08 9.92E+07 7.84E+07 6.13E+07 4.78E+07 3.76E+07 2.89E+07 2.11E+07 1.60E+07 1.19E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.096  7.35E+10 4.86E+10 1.38E+12 1.83E+08 5.41E+08 8.77E+08 1.19E+09 1.47E+09 1.72E+09 1.94E+09 2.13E+09 2.28E+09 2.38E+09 2.45E+09 2.48E+09 2.48E+09 2.46E+09 2.42E+09 2.38E+09 2.31E+09 2.23E+09 2.10E+09 1.95E+09 1.76E+09 1.56E+09 1.37E+09 1.21E+09 1.10E+09 1.04E+09 9.66E+08 8.48E+08 7.93E+08 5.46E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.155  8.64E+11 5.84E+11 2.10E+13 1.20E+09 3.55E+09 5.76E+09 7.82E+09 9.74E+09 1.16E+10 1.33E+10 1.49E+10 1.63E+10 1.76E+10 1.86E+10 1.95E+10 2.03E+10 2.11E+10 2.20E+10 2.30E+10 2.40E+10 2.49E+10 2.55E+10 2.56E+10 2.52E+10 2.45E+10 2.39E+10 2.40E+10 2.54E+10 2.87E+10 3.23E+10 3.41E+10 3.93E+10 2.50E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.266  7.01E+14 2.79E+14 1.43E+16 5.17E+10 1.53E+11 2.49E+11 3.40E+11 4.30E+11 5.23E+11 6.21E+11 7.27E+11 8.38E+11 9.54E+11 1.08E+12 1.21E+12 1.37E+12 1.57E+12 1.82E+12 2.15E+12 2.58E+12 3.11E+12 3.73E+12 4.42E+12 5.17E+12 6.05E+12 7.29E+12 9.42E+12 1.34E+13 2.19E+13 3.61E+13 5.51E+13 9.69E+13 5.26E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.461  3.36E+17 6.68E+16 1.72E+18 9.60E+13 2.84E+14 4.63E+14 6.42E+14 8.38E+14 1.07E+15 1.36E+15 1.74E+15 2.21E+15 2.82E+15 3.60E+15 4.68E+15 6.23E+15 8.61E+15 1.25E+16 1.89E+16 7.69E+12 9.27E+12 1.11E+13 1.32E+13 1.55E+13 1.81E+13 2.18E+13 2.82E+13 4.03E+13 6.55E+13 1.08E+14 1.65E+14 2.91E+14 2.32E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.634  1.34E+18 1.34E+17 3.48E+18 1.92E+14 5.67E+14 9.26E+14 1.28E+15 1.68E+15 2.14E+15 2.73E+15 3.47E+15 4.42E+15 5.63E+15 7.20E+15 9.35E+15 1.25E+16 1.72E+16 2.49E+16 3.77E+16 2.29E+13 2.77E+13 3.32E+13 3.95E+13 4.62E+13 5.42E+13 6.53E+13 8.45E+13 1.21E+14 1.96E+14 3.25E+14 4.96E+14 8.72E+14 4.63E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.790  3.37E+18 2.71E+17 7.09E+18 3.84E+14 1.13E+15 1.85E+15 2.57E+15 3.35E+15 4.29E+15 5.45E+15 6.95E+15 8.84E+15 1.13E+16 1.44E+16 1.87E+16 2.49E+16 3.44E+16 4.98E+16 7.55E+16 6.83E+13 8.26E+13 9.92E+13 1.18E+14 1.38E+14 1.62E+14 1.95E+14 2.53E+14 3.62E+14 5.89E+14 9.74E+14 1.49E+15 2.61E+15 9.25E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.933  7.47E+18 5.49E+17 1.46E+19 7.67E+14 2.27E+15 3.70E+15 5.13E+15 6.70E+15 8.57E+15 1.09E+16 1.39E+16 1.77E+16 2.25E+16 2.88E+16 3.74E+16 4.99E+16 6.89E+16 9.96E+16 1.51E+17 2.04E+14 2.46E+14 2.96E+14 3.53E+14 4.13E+14 4.85E+14 5.85E+14 7.58E+14 1.08E+15 1.77E+15 2.92E+15 4.46E+15 7.84E+15 1.85E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.067  1.58E+19 1.12E+18 3.03E+19 1.53E+15 4.53E+15 7.40E+15 1.03E+16 1.34E+16 1.71E+16 2.18E+16 2.78E+16 3.54E+16 4.50E+16 5.76E+16 7.48E+16 9.97E+16 1.38E+17 1.99E+17 3.02E+17 6.08E+14 7.35E+14 8.85E+14 1.05E+15 1.24E+15 1.45E+15 1.75E+15 2.27E+15 3.25E+15 5.29E+15 8.76E+15 1.34E+16 2.35E+16 3.69E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.192  3.29E+19 2.30E+18 6.39E+19 3.07E+15 9.06E+15 1.48E+16 2.05E+16 2.68E+16 3.43E+16 4.36E+16 5.55E+16 7.07E+16 9.00E+16 1.15E+17 1.50E+17 1.99E+17 2.76E+17 3.98E+17 6.04E+17 1.81E+15 2.19E+15 2.64E+15 3.15E+15 3.69E+15 4.34E+15 5.24E+15 6.79E+15 9.73E+15 1.59E+16 2.63E+16 4.01E+16 7.05E+16 7.38E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.311  6.84E+19 4.80E+18 1.38E+20 6.13E+15 1.81E+16 2.96E+16 4.10E+16 5.36E+16 6.85E+16 8.72E+16 1.11E+17 1.41E+17 1.80E+17 2.30E+17 2.99E+17 3.99E+17 5.51E+17 7.97E+17 1.21E+18 5.40E+15 6.55E+15 7.89E+15 9.42E+15 1.10E+16 1.30E+16 1.57E+16 2.03E+16 2.91E+16 4.75E+16 7.87E+16 1.20E+17 2.12E+17 1.47E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.424  1.43E+20 1.02E+19 3.06E+20 1.23E+16 3.62E+16 5.92E+16 8.20E+16 1.07E+17 1.37E+17 1.74E+17 2.22E+17 2.83E+17 3.60E+17 4.61E+17 5.98E+17 7.97E+17 1.10E+18 1.59E+18 2.41E+18 1.61E+16 1.95E+16 2.36E+16 2.81E+16 3.30E+16 3.89E+16 4.70E+16 6.09E+16 8.73E+16 1.42E+17 2.36E+17 3.60E+17 6.35E+17 2.94E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.531  3.04E+20 2.21E+19 7.03E+20 2.45E+16 7.25E+16 1.18E+17 1.64E+17 2.14E+17 2.74E+17 3.49E+17 4.44E+17 5.65E+17 7.20E+17 9.21E+17 1.20E+18 1.59E+18 2.20E+18 3.19E+18 4.83E+18 4.80E+16 5.83E+16 7.04E+16 8.41E+16 9.88E+16 1.16E+17 1.41E+17 1.83E+17 2.62E+17 4.27E+17 7.08E+17 1.08E+18 1.90E+18 5.88E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.635  6.61E+20 4.93E+19 1.68E+21 4.90E+16 1.45E+17 2.37E+17 3.28E+17 4.28E+17 5.48E+17 6.97E+17 8.88E+17 1.13E+18 1.44E+18 1.84E+18 2.39E+18 3.19E+18 4.41E+18 6.37E+18 9.66E+18 1.43E+17 1.74E+17 2.10E+17 2.51E+17 2.95E+17 3.48E+17 4.21E+17 5.47E+17 7.84E+17 1.28E+18 2.12E+18 3.24E+18 5.71E+18 1.17E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.734  1.48E+21 1.14E+20 4.18E+21 9.80E+16 2.90E+17 4.73E+17 6.56E+17 8.56E+17 1.09E+18 1.39E+18 1.78E+18 2.26E+18 2.88E+18 3.68E+18 4.78E+18 6.38E+18 8.81E+18 1.27E+19 1.93E+19 4.27E+17 5.19E+17 6.28E+17 7.51E+17 8.83E+17 1.04E+18 1.26E+18 1.64E+18 2.35E+18 3.84E+18 6.36E+18 9.72E+18 1.71E+19 2.35E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.830  3.42E+21 2.74E+20 1.08E+22 1.96E+17 5.79E+17 9.46E+17 1.31E+18 1.71E+18 2.19E+18 2.79E+18 3.55E+18 4.52E+18 5.75E+18 7.37E+18 9.56E+18 1.28E+19 1.76E+19 2.55E+19 3.86E+19 1.27E+18 1.55E+18 1.87E+18 2.24E+18 2.64E+18 3.11E+18 3.77E+18 4.90E+18 7.04E+18 1.15E+19 1.91E+19 2.91E+19 5.13E+19 4.69E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.923  8.23E+21 6.88E+20 2.90E+22 3.92E+17 1.16E+18 1.89E+18 2.62E+18 3.42E+18 4.38E+18 5.57E+18 7.10E+18 9.04E+18 1.15E+19 1.47E+19 1.91E+19 2.55E+19 3.52E+19 5.10E+19 7.72E+19 3.79E+18 4.62E+18 5.60E+18 6.71E+18 7.90E+18 9.32E+18 1.13E+19 1.47E+19 2.11E+19 3.45E+19 5.72E+19 8.74E+19 1.54E+20 9.37E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.013  2.06E+22 1.79E+21 7.99E+22 7.84E+17 2.32E+18 3.78E+18 5.24E+18 6.84E+18 8.75E+18 1.11E+19 1.42E+19 1.81E+19 2.30E+19 2.95E+19 3.82E+19 5.10E+19 7.05E+19 1.02E+20 1.54E+20 1.13E+19 1.38E+19 1.67E+19 2.00E+19 2.36E+19 2.79E+19 3.38E+19 4.40E+19 6.32E+19 1.03E+20 1.71E+20 2.62E+20 4.62E+20 1.87E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.100  5.38E+22 4.83E+21 2.26E+23 1.57E+18 4.63E+18 7.56E+18 1.05E+19 1.37E+19 1.75E+19 2.23E+19 2.84E+19 3.61E+19 4.60E+19 5.89E+19 7.65E+19 1.02E+20 1.41E+20 2.04E+20 3.09E+20 3.37E+19 4.11E+19 4.99E+19 5.99E+19 7.06E+19 8.34E+19 1.01E+20 1.32E+20 1.89E+20 3.10E+20 5.14E+20 7.86E+20 1.39E+21 3.74E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.185  1.45E+23 1.34E+22 6.50E+23 3.13E+18 9.26E+18 1.51E+19 2.10E+19 2.74E+19 3.50E+19 4.45E+19 5.67E+19 7.23E+19 9.20E+19 1.18E+20 1.53E+20 2.04E+20 2.82E+20 4.08E+20 6.18E+20 1.01E+20 1.23E+20 1.49E+20 1.79E+20 2.11E+20 2.50E+20 3.03E+20 3.94E+20 5.67E+20 9.28E+20 1.54E+21 2.36E+21 4.15E+21 7.47E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.268  4.02E+23 3.81E+22 1.89E+24 6.26E+18 1.85E+19 3.02E+19 4.19E+19 5.47E+19 7.00E+19 8.91E+19 1.13E+20 1.45E+20 1.84E+20 2.36E+20 3.06E+20 4.08E+20 5.64E+20 8.15E+20 1.24E+21 3.00E+20 3.66E+20 4.45E+20 5.35E+20 6.31E+20 7.47E+20 9.06E+20 1.18E+21 1.70E+21 2.78E+21 4.62E+21 7.07E+21 1.25E+22 1.49E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
